"TransactionID","CustomerID","CustomerDOB","CustGender","CustLocation","CustAccountBalance","TransactionDate","TransactionTime","TransactionAmount (INR)"
"T46029","C2440169","12/11/88","M","MUMBAI","2159.8","3/8/16","120443","200"
"T46030","C2613154","18/4/92","M","BANGALORE","8742.74","3/8/16","65855","44"
"T46031","C7516566","21/3/75","M","KOLKATA","68556.46","3/8/16","122855","331"
"T46032","C3539021","18/9/91","F","LALBAUG MUMBAI","35831.62","3/8/16","121745","530"
"T46033","C7642460","25/12/86","F","MANDI","12243.77","3/8/16","114902","98"
"T46034","C5628650","15/8/88","M","DELHI","13072.91","3/8/16","122116","1550"
"T46035","C7427991","1/7/80","M","PURI","729.39","3/8/16","121509","400"
"T46036","C3833118","1/1/1800","M","GURGAON","4682213.6","3/8/16","121517","3834"
"T46037","C1310078","28/9/97","M","DELHI","347864.68","3/8/16","121118","497"
"T46038","C5279966","14/5/85","M","SONEBHADRA","12341.39","3/8/16","105855","614"
"T46039","C1965135","19/10/84","F","GURGAON","276012.08","3/8/16","114651","650"
"T46040","C1194292","2/6/79","M","GURGAON","15043.74","3/8/16","114720","1000"
"T46041","C6950143","6/10/90","M","LUDHIANA KHANNA","6971.52","3/8/16","61953","686"
"T46042","C6615614","2/9/75","F","BANGALORE","103406.22","3/8/16","110536","1908"
"T46043","C5231264","8/9/87","M","MUMBAI","11697","3/8/16","113559","300"
"T46044","C5738579","13/12/89","F","MYSORE","17636.44","3/8/16","113607","2960"
"T46045","C7625526","10/10/79","M","NEW DELHI","41093","3/8/16","114821","1000"
"T46046","C2148564","16/5/55","F","GHAZIABAD","21059.67","3/8/16","115518","25000"
"T46047","C5814615","1/1/1800","M","BANGALORE","1117007.76","3/8/16","121113","2140"
"T46048","C4842017","5/2/93","M","DAVANGERE","15130.64","3/8/16","120416","247"
"T46049","C1045981","12/1/87","M","DELHI","62550.87","3/8/16","121212","2500"
"T46050","C4633213","25/4/86","M","MAHABUBNAGAR","497.9","3/8/16","121744","1600"
"T46051","C2532988","26/10/92","M","MUMBAI","25752.09","3/8/16","120111","510"
"T46052","C4388170","4/12/88","M","NOIDA","45881.66","3/8/16","120208","50"
"T46053","C7126651","11/9/86","M","NEW DELHI","53079.91","3/8/16","114851","2045"
"T46054","C5718589","29/10/90","M","KOLKATA","11840.49","3/8/16","115954","331"
"T46055","C2526051","19/12/86","F","MUMBAI","77316.75","3/8/16","122016","429"
"T46056","C4231449","21/12/89","F","KANNUR","11088.55","3/8/16","122946","2380"
"T46057","C8699230","28/6/86","M","THIRUVARUR","3.24","3/8/16","122949","761.5"
"T46058","C7939724","20/1/94","M","NEW DELHI","89455.69","3/8/16","25648","70"
"T46059","C5011467","24/11/67","M","MOHALI","27630.31","3/8/16","123730","55"
"T46060","C3136572","1/1/1800","M","NEW DELHI","755602.93","3/8/16","122937","2001"
"T46061","C1325224","2/1/91","F","GURGAON","9114.4","3/8/16","114958","775"
"T46062","C4612023","1/1/1800","M","PANIPAT","64593.97","3/8/16","115101","35547"
"T46063","C8482132","11/11/87","F","THRISSUR","8914.72","3/8/16","62231","275"
"T46064","C2811139","5/4/83","M","BILASPUR","1056.86","3/8/16","115520","151373"
"T46065","C3820773","13/11/90","M","DELHI","5171.33","3/8/16","115812","1154"
"T46066","C5821167","20/5/86","M","HYDERABAD","630.32","3/8/16","115229","3000"
"T46067","C8415191","4/1/88","M","BANGALORE","83922.74","3/8/16","114700","117"
"T46068","C1935213","28/2/96","F","GUWAHATI","13050.58","3/8/16","122559","3043.13"
"T46069","C1044986","16/2/86","F","THANE (W) THANE","38.96","3/8/16","122849","100"
"T46070","C2714937","1/1/1800","F","BHOPAL","6406304.47","3/8/16","122857","7688"
"T46071","C3535463","16/1/32","M","MUMBAI","228872.29","3/8/16","121031","405.52"
"T46072","C6517273","21/7/86","M","CHENNAI","5830.62","3/8/16","123300","50"
"T46073","C1917872","23/4/84","M","FARIDABAD","13419.96","3/8/16","123833","50"
"T46074","C3836085","26/5/71","M","AGRA","4165.65","3/8/16","124117","25"
"T46075","C2920223","28/8/93","M","NEW DELHI","23115.8","3/8/16","65543","320"
"T46076","C5142048","8/9/85","M","LONAVALA","502.99","3/8/16","120522","53"
"T46077","C6918040","1/1/1800","M","WAYS PANCHKUVA AHMEDABAD","143.07","3/8/16","120452","10"
"T46078","C4437283","10/8/91","M","MUMBAI","2441.54","3/8/16","120650","200"
"T46079","C1719083","15/9/67","M","NOIDA","9422.54","3/8/16","120713","50"
"T46080","C1428392","4/11/80","M","BHARUCH","57041.45","3/8/16","120849","500"
"T46081","C7133312","12/6/63","M",".","5445.02","3/8/16","121450","5518"
"T46082","C1720978","28/8/81","M","JAIPUR","36027.26","3/8/16","121617","1180"
"T46083","C1742577","23/1/93","F","NOIDA","30162.68","3/8/16","121427","379"
"T46084","C3629122","19/10/91","F","FARIDKOT","39.05","3/8/16","122524","100"
"T46085","C1214986","1/1/1800","","THANE","2106.69","3/8/16","123321","200"
"T46086","C2219230","2/5/78","M","MOOSAPET MOOSAPET HYDERABAD","3090.39","3/8/16","122740","60"
"T46087","C7239431","27/4/93","M","MEERUT","1617.36","3/8/16","121130","4105"
"T46088","C6550849","13/5/88","F","GURGAON","1586.05","3/8/16","122511","50"
"T46089","C1441722","9/6/89","F","KOTA","85828.69","3/8/16","120558","327"
"T46090","C3424171","13/9/91","M","HYDERABAD","1301.99","3/8/16","124044","35"
"T46091","C1723855","1/5/92","M","MUMBAI","9256.71","3/8/16","121001","220"
"T46092","C2539412","2/12/88","M","SHEOPUR","2.02","3/8/16","121101","10"
"T46093","C4924968","1/5/68","M","NAVI MUMBAI","1829079.42","3/8/16","123908","1497"
"T46094","C1139444","31/10/87","M","CHENNAI","47817.99","3/8/16","121830","616"
"T46095","C8531871","11/10/47","M","VAN MIRA RD THANE","413171.26","3/8/16","122059","1000"
"T46096","C7467956","4/7/86","M","GANDHINAGAR","25401.36","3/8/16","122337","326.98"
"T46097","C1219121","1/7/68","M","BANGALORE","48110.72","3/8/16","122340","6090"
"T46098","C5132072","16/3/91","M","KOLKATA","2596.65","3/8/16","125210","1109"
"T46099","C2369546","1/1/1800","M","INDORE","54734.04","3/8/16","113332","59"
"T46100","C7423973","19/6/91","M","KOLHAPUR","19344.89","3/8/16","113338","110"
"T46101","C2734387","26/12/93","M","NASHIK","2850.63","3/8/16","125125","1400"
"T46102","C7639931","16/5/89","M","DELHI","3923.43","3/8/16","123728","1"
"T46103","C3055519","1/6/78","M","AHMEDABAD","17727.98","3/8/16","124018","200"
"T46104","C6642285","10/11/75","M","NOIDA","75362.64","3/8/16","124736","2044.91"
"T46105","C7240140","9/11/70","F","GURGAON","228902.07","3/8/16","124925","567"
"T46106","C3012645","20/2/85","F","CHANDIGARH","","3/8/16","124334","2350"
"T46107","C6285676","9/10/70","F","DELHI","163120.87","3/8/16","125000","1219"
"T46108","C7428482","11/3/92","M","DELHI","3985.1","3/8/16","125159","150"
"T46109","C5912431","8/10/54","F","DELHI","442102.13","3/8/16","125250","1770"
"T46110","C1422772","13/1/90","M","DELHI","18724.3","3/8/16","73814","275"
"T46111","C1810015","7/5/89","M","HYDERABAD","17642.92","3/8/16","131112","120"
"T46112","C5217727","30/3/86","F","NORTH 24 PARGANAS","16.88","3/8/16","130318","20"
"T46113","C2912684","21/4/86","M","NEW DELHI","3408074.28","3/8/16","130327","1600.47"
"T46114","C6933060","23/8/93","M","NEW DELHI","20362.58","3/8/16","130626","20"
"T46115","C4714215","20/4/92","M","RAMANATHAPURAM","2039.77","3/8/16","73629","30"
"T46116","C3216362","3/4/85","F","GHAZIABAD","8921.61","3/8/16","130748","250"
"T46117","C6769572","28/7/89","F","LUCKNOW","15575.32","3/8/16","131034","420"
"T46118","C5811732","30/3/64","F","NAVI MUMBAI","73165.68","3/8/16","131106","750"
"T46119","C5328816","10/7/85","M","JAIPUR","19312.84","3/8/16","130802","2300"
"T46120","C7517285","5/2/86","M","DELHI","67788.69","3/8/16","131042","91"
"T46121","C4020425","12/4/79","M","BANGALORE","38075.04","3/8/16","131158","1083"
"T46122","C6017152","16/3/86","M","ABU DHABI","610098.05","3/8/16","130434","500"
"T46123","C5569943","15/8/87","F","GHAZIABAD","138366.08","3/8/16","130853","1560"
"T46124","C7989549","16/3/92","F","BANGALORE","5000.98","3/8/16","130855","388"
"T46125","C2141848","26/7/91","M","PALPA","20232.19","3/8/16","1310","1"
"T46126","C5221013","7/6/78","M","PURI","772.7","3/8/16","123609","2000"
"T46127","C2418520","1/2/84","M","BANGALORE","16303.87","3/8/16","124104","480"
"T46128","C4622919","13/7/82","M","GURGAON","5732002.8","3/8/16","122025","2084.5"
"T46129","C5537988","1/1/1800","M","UDAIPUR","135983.92","3/8/16","64800","2"
"T46130","C4421635","18/7/83","M","NASHIK","31955.37","3/8/16","124213","249"
"T46131","C8417419","18/1/96","F","INDORE","23101.41","3/8/16","131133","113.51"
"T46132","C5522729","1/1/81","M","GURGAON","13248.29","3/8/16","131135","1963"
"T46133","C3734888","16/8/88","M","ERNAKULAM","7555.85","3/8/16","131252","264.41"
"T46134","C6614940","1/1/1800","","THANE","2106.69","3/8/16","123731","33"
"T46135","C7219870","20/10/89","F","GURGAON","121.34","3/8/16","122938","8000"
"T46136","C4025711","4/6/89","M","MUMBAI","3433.67","3/8/16","75348","9"
"T46137","C8935062","5/1/90","M","AURANGABAD","14649.39","3/8/16","132409","3610"
"T46138","C4027759","28/11/89","F","KANCHEEPURAM TK AND DT","15543.78","3/8/16","132700","10"
"T46139","C4941562","30/12/82","M","SECTOR -21A FARIDABAD","2796.49","3/8/16","72859","35"
"T46140","C2942279","12/12/85","F","MUMBAI","12166.67","3/8/16","131703","147"
"T46141","C4641376","8/3/84","M","CHENNAI","29341.95","3/8/16","125244","250"
"T46142","C6226690","29/6/93","M","GURGAON","13885.26","3/8/16","125504","90"
"T46143","C8018054","20/1/91","M","AHMEDABAD","35758.13","3/8/16","131944","111.3"
"T46144","C3342683","17/12/82","M","MEERUT","128845.63","3/8/16","133037","5422"
"T46145","C4617670","5/1/83","M","PATNA","37062.43","3/8/16","132856","200"
"T46146","C1019190","9/4/99","M","PUNE","69485.09","3/8/16","132858","1259"
"T46147","C3298164","1/1/1800","F","GURGAON","23852.11","3/8/16","85500","636.4"
"T46148","C3253091","4/4/88","F","PORVORIM","36594.23","3/8/16","132558","230"
"T46149","C8528825","13/7/88","M","BEHIND JW MARIOTT PUNE","9403.04","3/8/16","132353","883"
"T46150","C4123041","1/1/1800","M","BANGALORE","904980.16","3/8/16","132559","11500"
"T46151","C1211027","14/2/78","M","NEW DELHI","50514.35","3/8/16","132601","1084"
"T46152","C2841291","3/3/90","M","MUMBAI","7353.91","3/8/16","124320","120"
"T46153","C2320561","3/10/89","M","MAHARAJGANJ","33291.89","3/8/16","124420","1000"
"T46154","C2324122","5/2/90","M","THANE","643.18","3/8/16","121911","1850"
"T46155","C3019644","19/6/88","M","PUNE","1655","3/8/16","122710","43"
"T46156","C5975077","11/12/91","F","HYDERABAD","375326.15","3/8/16","121606","3319"
"T46157","C7025563","24/4/90","F","NEW DELHI","5921.52","3/8/16","121825","50"
"T46158","C2113241","30/6/86","M","WARANGAL","23069.67","3/8/16","121746","185"
"T46159","C7039072","2/10/63","M","SIVASAGAR","5.15","3/8/16","130732","360"
"T46160","C1713554","6/11/92","M","ICHALKARANJI","31925.03","3/8/16","110659","47"
"T46161","C7527591","15/3/77","M","JAMSHEDPUR","16353.97","3/8/16","111316","649"
"T46162","C5440158","1/1/1800","M","BANGALORE","2302.92","3/8/16","112736","267"
"T46163","C7710569","9/10/88","F","CHANDIGARH","36.49","3/8/16","110830","50"
"T46164","C1510412","29/5/92","F","GURGAON","3239.39","3/8/16","110122","159"
"T46165","C8586988","1/1/1800","M","BHAVNAGAR","3734.39","3/8/16","110207","100"
"T46166","C2520250","1/12/90","M","THANE","93.63","3/8/16","110958","74"
"T46167","C8120712","22/8/89","F","LUCKNOW","14825.06","3/8/16","53538","100"
"T46168","C6226425","6/2/91","M","JALANDHAR","510.31","3/8/16","110915","1786"
"T46169","C8029369","19/2/87","F","MUMBAI","3.86","3/8/16","54614","260.29"
"T46170","C7925571","21/4/92","M","JAMMU","3.64","3/8/16","111330","58"
"T46171","C3424319","8/4/88","M","MUMBAI","8835.1","3/8/16","111926","250"
"T46172","C4223453","7/12/91","F","HYDERABAD","63327","3/8/16","104510","425.82"
"T46173","C4011437","23/3/78","M","THANE","105.86","3/8/16","104729","564.6"
"T46174","C6927679","2/4/77","M","PANIPAT","19780.88","3/8/16","105554","600"
"T46175","C3141854","3/7/89","M","ATTAPPALLAM","3740.31","3/8/16","104621","50"
"T46176","C4726121","4/6/72","M","NEW DELHI","59311.52","3/8/16","104622","217.86"
"T46177","C4422327","3/9/92","F","CHHINDWARA","17138.78","3/8/16","104449","50"
"T46178","C8112158","28/11/73","F","SHILLONG","582240.9","3/8/16","104641","3397"
"T46179","C3924715","16/12/91","M","HYDERABAD","11174.15","3/8/16","104743","140.94"
"T46180","C7734723","28/4/70","M","GURGAON","735672.77","3/8/16","141009","110.55"
"T46181","C6312045","9/1/90","M","MANDI","5177.61","3/8/16","104010","50"
"T46182","C4611156","3/7/88","M","HUJURNAGAR","23391.74","3/8/16","104109","645"
"T46183","C3619965","30/3/91","M","NOIDA","1708.38","3/8/16","104949","14"
"T46184","C3425072","22/5/52","M","JAIPUR","107412.9","3/8/16","112022","1570"
"T46185","C1710636","6/8/91","M","MEERUT","45856.24","3/8/16","113041","655"
"T46186","C6418580","9/2/96","M","HAPUR","22.52","3/8/16","111131","44"
"T46187","C2428181","21/10/81","M","REWARI (HARYANA)","19491.38","3/8/16","112030","200"
"T46188","C4112513","1/4/93","F","BARMER","37895.81","3/8/16","113107","367.5"
"T46189","C6828119","24/5/80","M","PUNE","464.87","3/8/16","111713","1000"
"T46190","C2339777","1/1/1800","M","NEW DELHI","","3/8/16","111200","1000"
"T46191","C8536314","17/6/93","F","GHAZIABAD","16591.47","3/8/16","112239","40000"
"T46192","C3435981","1/1/1800","M","TEAMBLE CHENNAI","28241.47","3/8/16","110827","598"
"T46193","C3033139","1/1/1800","M","GURGAON","4682213.6","3/8/16","111012","57374"
"T46194","C5234631","23/11/91","M","UDAIPUR","55497.87","3/8/16","111112","150"
"T46195","C4436337","30/3/89","M","BANGALORE","12561.97","3/8/16","111212","342"
"T46196","C8423987","22/10/83","M","MUMBAI","8981.13","3/8/16","112301","225"
"T46197","C5428920","21/12/90","M","JALORE","187515.96","3/8/16","113359","179"
"T46198","C6532551","12/10/84","M","SOUTH DELHI","51.15","3/8/16","105439","200"
"T46199","C1644088","12/3/37","M","AHMEDABAD","3601.58","3/8/16","93259","1.27"
"T46200","C8420633","15/10/92","M","ERNAKULAM","22254.11","3/8/16","111254","3600"
"T46201","C2033121","30/10/82","M","BANGALORE","31109.84","3/8/16","110726","2500"
"T46202","C3939670","3/7/93","M","BANGALORE","8864.6","3/8/16","111053","275"
"T46203","C6528417","7/4/91","F","BANGALORE","16729.23","3/8/16","112440","50"
"T46204","C1782425","28/11/88","M","GURGAON","18873.89","3/8/16","112513","67"
"T46205","C5621767","28/12/82","F","NEW DELHI","7863.01","3/8/16","54318","500"
"T46206","C7430213","12/11/74","M","NORTH 24 PGS","23256.98","3/8/16","110415","70"
"T46207","C2423683","15/2/86","M","JHANSI","5526.94","3/8/16","110142","1250"
"T46208","C1313391","16/5/96","M","GURGAON","133.38","3/8/16","113728","250"
"T46209","C8916383","8/4/94","M","BANGALORE","199.2","3/8/16","60740","57"
"T46210","C5321225","15/2/83","M","DELHI","7187.29","3/8/16","122306","150"
"T46211","C7314935","8/7/81","M","ANKLESHWAR","26137.03","3/8/16","122526","160"
"T46212","C1534171","23/10/91","M","LUDHIANA","6.71","3/8/16","120232","400"
"T46213","C3220573","12/7/79","F","CHENNAI","366.81","3/8/16","115612","1600"
"T46214","C8773140","1/1/89","M","MORINDA MORINDA","417874.67","3/8/16","114233","99.98"
"T46215","C8315056","11/9/82","M","AHMEDABAD","10974.42","3/8/16","113533","1768"
"T46216","C2236580","12/3/92","M","NEW DELHI","13142.22","3/8/16","115507","1"
"T46217","C2315191","2/2/89","M","NAINITAL","4022.47","3/8/16","115255","100"
"T46218","C5135250","31/8/89","M","NEW DELHI","14206.84","3/8/16","115418","200"
"T46219","C6219744","20/2/93","M","BANGALORE","2875.54","3/8/16","120339","198"
"T46220","C7293548","6/9/90","M","GURGAON","6304.7","3/8/16","114824","280"
"T46221","C5535213","12/4/86","F","GURGAON","21969.04","3/8/16","114609","2070"
"T46222","C5345661","1/1/1800","M","NEW DELHI","226.4","3/8/16","115512","3741"
"T46223","C7818684","8/10/93","M","GANDHIDHAM","10792.84","3/8/16","114324","200"
"T46224","C6513874","1/1/1800","M","JAIPUR","440463.42","3/8/16","110706","1723"
"T46225","C7715891","1/12/89","F","AMRITSAR","1005.55","3/8/16","105940","500"
"T46226","C5617411","12/8/77","M","MUDIGERE","188721.66","3/8/16","115438","579"
"T46227","C1320731","28/12/91","M","THANE","10170.01","3/8/16","115241","529"
"T46228","C3929458","1/3/88","M","NEW DELHI","2654.54","3/8/16","122756","338"
"T46229","C2716746","3/2/81","M","DELHI","274726.05","3/8/16","122954","2648.6"
"T46230","C4233513","5/4/91","M","GURGAON","19.39","3/8/16","62902","300"
"T46231","C7820290","3/12/60","F","MUMBAI","15054.14","3/8/16","113533","1170.1"
"T46232","C8077024","6/8/83","M","BANGALORE","0","3/8/16","115510","4200"
"T46233","C8133226","24/8/90","M","VILUPURAM DIST","10988.86","3/8/16","115751","918"
"T46234","C6919684","16/3/87","M","KOTTAYAM","3343.29","3/8/16","121935","60"
"T46235","C7044331","1/4/93","M","GHAZIABAD","162.44","3/8/16","115820","606.9"
"T46236","C1728515","2/9/93","M","DEWAS","31040.65","3/8/16","120746","199"
"T46237","C7242583","3/9/87","M","CHENNAI","8306.97","3/8/16","113723","1"
"T46238","C1641082","24/2/93","M","DEHRADUN","661.21","3/8/16","113231","870"
"T46239","C1233130","24/12/86","M","LAXMINAGAR","83819.48","3/8/16","113427","593"
"T46240","C1410623","6/8/91","M","MEERUT","45856.24","3/8/16","113519","655"
"T46241","C6915428","10/11/79","M","BOISAR","149420.11","3/8/16","115751","500"
"T46242","C8436190","29/4/91","F","GURGAON","1142.56","3/8/16","60229","200"
"T46243","C4135642","1/1/1800","M","TALUK BANGALORE","46264.19","3/8/16","124714","40000"
"T46244","C8729289","13/12/87","M","KOLKATA","63.93","3/8/16","125529","251.41"
"T46245","C7058867","22/5/92","M","VISAKHAPATNAM URBAN","46958.18","3/8/16","120930","643.43"
"T46246","C1141418","27/8/91","M","G B NAGAR","73935.06","3/8/16","123516","132"
"T46247","C5969036","10/4/88","F","BALLABGARH","115572.66","3/8/16","124046","633"
"T46248","C3132465","5/10/94","F","DELHI","49.18","3/8/16","124107","95"
"T46249","C6747165","20/5/86","M","ELPHINSTONE MUMBAI","32590.51","3/8/16","71324","76"
"T46250","C7434132","1/4/50","M","GURGAON","57755.39","3/8/16","113259","1500"
"T46251","C5113422","27/11/96","M","SOLAN","2058.25","3/8/16","122327","304"
"T46252","C6818179","24/1/87","M","CHHINDWARA","6685.45","3/8/16","113449","500"
"T46253","C1832922","1/10/96","M","DELHI","5943.16","3/8/16","65732","300"
"T46254","C7742038","6/4/92","M","FARIDABAD","3309.62","3/8/16","120951","1370"
"T46255","C2527628","10/5/92","M","MOHALI","566.61","3/8/16","121253","10"
"T46256","C1524368","12/2/86","M","MADURAI","185345.6","3/8/16","121159","596"
"T46257","C6937372","23/6/85","M","NEW DELHI","53220.68","3/8/16","121401","2700"
"T46258","C5341114","31/10/89","M","CHENNAI","34121.64","3/8/16","123148","59"
"T46259","C3411959","26/2/64","M","NEW DELHI","21469.84","3/8/16","123150","1308"
"T46260","C4435381","18/7/91","F","ROAD SAKET NEW DELHI","11471.6","3/8/16","122556","160"
"T46261","C7429659","18/10/89","M","UJJAIN","9959.96","3/8/16","122615","150"
"T46262","C5629831","13/12/93","F","BALLIA","2112.01","3/8/16","122330","30"
"T46263","C8334266","21/4/92","F","DHANBAD","22575.69","3/8/16","65547","20"
"T46264","C8332026","16/3/91","M","KOLKATA","2596.65","3/8/16","122344","1850"
"T46265","C6842152","20/3/76","M","MUMBAI","98946.7","3/8/16","124509","500"
"T46266","C6141271","21/6/84","M","KANPUR","103609.8","3/8/16","124611","596"
"T46267","C5134771","3/8/89","F","HYDERABAD","6470.23","3/8/16","114303","450"
"T46268","C2839986","10/7/83","M","VIJAYAWADA","2021.48","3/8/16","114556","200"
"T46269","C6130766","1/3/92","F","VISAKHAPATNAM","17164.7","3/8/16","114842","374"
"T46270","C7426056","9/10/78","M","AHMEDABAD","10877.06","3/8/16","123516","1610"
"T46271","C7813476","31/8/90","M","GURGAON","14837.51","3/8/16","124023","1210"
"T46272","C7973257","14/6/76","M","GURGAON","204227.05","3/8/16","123311","2000"
"T46273","C8031883","2/7/86","F","HYDERABAD","29972.87","3/8/16","123527","99"
"T46274","C1457523","4/4/93","M","DELHI","19434.85","3/8/16","123514","153"
"T46275","C7456173","8/2/92","M","BANGALORE","53759.08","3/8/16","124632","500"
"T46276","C3332153","22/8/78","M","GURGAON","1132781.45","3/8/16","124256","30"
"T46277","C8413680","16/10/91","M","GURGAON","8967.51","3/8/16","124027","700"
"T46278","C5912448","21/10/91","F","THANE","22758.66","3/8/16","124412","399"
"T46279","C7030788","2/4/90","M","PUNE","8149.18","3/8/16","123836","500"
"T46280","C4617677","13/10/58","M","DELHI","27042.44","3/8/16","114930","6120"
"T46281","C3825921","21/11/88","F","MUMBAI","39316.77","3/8/16","115056","10"
"T46282","C5939435","7/5/82","M","BHUBANESWAR","41357.49","3/8/16","123424","500"
"T46283","C8534852","20/10/90","F","BANGALORE","12263.83","3/8/16","123942","115"
"T46284","C5128614","1/1/1800","F","GURGAON","15378.44","3/8/16","130117","755"
"T46285","C7241461","18/11/88","M","BOISAR","4425.43","3/8/16","130119","206"
"T46286","C6771660","17/4/89","F","NEW DELHI","167000.05","3/8/16","131051","9444"
"T46287","C6626561","11/8/52","M","PUDUCHERRY","922882.88","3/8/16","131051","4219"
"T46288","C7713568","18/4/82","M","SURAT","99556.31","3/8/16","130920","268"
"T46289","C5010937","25/4/88","M","RAIPUR","10877.74","3/8/16","125857","100"
"T46290","C8218583","14/8/87","M","MUMBAI","12368.32","3/8/16","130653","1010"
"T46291","C8812150","10/8/95","M","MUMBAI","92.69","3/8/16","125904","110"
"T46292","C6617558","2/6/81","M","BHILWARA","4493.6","3/8/16","130700","450"
"T46293","C4938317","15/3/84","M","GURGAON","2162.9","3/8/16","130015","500"
"T46294","C7311265","15/2/84","M","BULANDSHAHR","1791.55","3/8/16","125642","21500"
"T46295","C4832531","9/1/85","F","DELHI","9982.07","3/8/16","125643","1485"
"T46296","C5081889","27/3/90","M","LUCKNOW","5389.98","3/8/16","125850","567.87"
"T46297","C3779741","24/10/89","F","CHANDIGARH","25947.73","3/8/16","123745","100"
"T46298","C5619814","18/11/85","M","GURGAON","20567.78","3/8/16","122721","628"
"T46299","C5822827","5/12/86","M","LUDHIANA","5996.13","3/8/16","131703","400"
"T46300","C8431160","17/3/90","M","BANGALORE","7263.14","3/8/16","131725","150"
"T46301","C5914732","12/4/91","F","YAMUNANAGAR","10787.56","3/8/16","131310","1000"
"T46302","C5617258","25/3/83","M","HYDERABAD","63404.54","3/8/16","132340","1709.78"
"T46303","C8837224","13/12/90","M","CHENNAI","29281.17","3/8/16","125208","57"
"T46304","C8920954","8/2/89","M","BHOPAL","12616.84","3/8/16","131128","1000"
"T46305","C6684476","20/5/69","M","AURANGABAD","56811.82","3/8/16","131403","1384"
"T46306","C6637719","28/11/82","F","NEW DELHI","1011482.93","3/8/16","131403","1000"
"T46307","C4822145","5/7/95","M","NOIDA","3711.52","3/8/16","131346","30"
"T46308","C7937788","22/6/85","F","RAJSAMAND","98729.91","3/8/16","130732","784"
"T46309","C6535442","1/7/84","M","SONEPAT","15510.65","3/8/16","130735","500"
"T46310","C1266588","6/1/78","F","TRIVANDRUM","36243.41","3/8/16","123821","1825"
"T46311","C7861333","10/11/88","M","VAISHALI","13155.23","3/8/16","124035","31"
"T46312","C2210287","15/3/82","M","THANE (W) THANE","4708.62","3/8/16","124048","60"
"T46313","C3511934","28/11/86","F","GURGAON","12487.63","3/8/16","123131","110"
"T46314","C6813723","1/1/1800","M","CHANDIGARH","52674.13","3/8/16","123324","1000"
"T46315","C7322773","29/10/89","M","THRISSUR","6548.56","3/8/16","123338","94"
"T46316","C3424350","15/12/92","F","PABIACHERRA SCHOOL NORTH TRIPURA","11413.29","3/8/16","133111","1981"
"T46317","C2025359","1/1/1800","M","HIRA BAZAR SURAT","33863.71","3/8/16","133456","100"
"T46318","C5852582","15/4/88","M","NOIDA","246.38","3/8/16","132936","230"
"T46319","C6019283","12/6/84","M","SONIPAT","18031.39","3/8/16","131428","110.45"
"T46320","C5920282","2/6/87","F","CHENNAI","19983.55","3/8/16","130649","1150"
"T46321","C5133665","1/1/1800","F","HYDERABAD","4686.44","3/8/16","80118","3000"
"T46322","C8931549","9/7/94","F","INDORE","20811.91","3/8/16","133313","20"
"T46323","C5024071","11/3/91","M","DELHI","775933.42","3/8/16","134052","500"
"T46324","C8920055","21/5/87","M","GREATER NOIDA","10407.39","3/8/16","125528","300"
"T46325","C8938342","13/4/86","M","MUMBAI","21734.24","3/8/16","130029","1083"
"T46326","C5534782","11/2/95","M","PATIALA","9880.73","3/8/16","130602","2"
"T46327","C9042817","1/1/93","M","GUWAHATI","3690.99","3/8/16","130806","500"
"T46328","C3632381","21/12/82","F","MUMBAI","26789.6","3/8/16","123443","247"
"T46329","C3529683","22/8/92","F","GURGAON","4266.15","3/8/16","124054","960"
"T46330","C7030479","14/6/94","F","THIRUVANANTHAPURAM","16595.29","3/8/16","65914","2250"
"T46331","C3735525","15/3/80","F","ALTOTORDA BARDEZ","72809.11","3/8/16","65914","1000"
"T46332","C4013854","10/5/83","M","BANGALORE","411.57","3/8/16","123206","5141.79"
"T46333","C2420412","15/9/82","F","MUMBAI","38744.95","3/8/16","124347","1940"
"T46334","C6724338","1/1/1800","M","HOUSE KALOOR ERNAKULAM","20.36","3/8/16","121739","1000"
"T46335","C2989846","9/9/64","F","PUNE","37166.99","3/8/16","122003","1838"
"T46336","C5816871","2/8/92","F","CHINCHWAD PUNE","1639.62","3/8/16","80909","3.42"
"T46337","C6479775","24/10/89","F","CHANDIGARH","25947.73","3/8/16","121540","104"
"T46338","C3938426","1/7/84","F","","23834.28","3/8/16","130553","1000"
"T46339","C7114563","2/11/86","M","PUNE","5592.81","3/8/16","130603","305"
"T46340","C5931726","21/2/93","F","BANGALORE","14519.6","3/8/16","122628","1644"
"T46341","C8942351","25/11/77","M","DWARKA","190231.42","3/8/16","104336","680"
"T46342","C4138160","3/10/79","M","GURGAON","135168.88","3/8/16","52243","1000"
"T46343","C6030784","1/3/92","F","VISAKHAPATNAM","17164.7","3/8/16","112754","1030"
"T46344","C7616774","1/7/81","M","BAHADURGARH","","3/8/16","112654","10213"
"T46345","C4439791","25/1/91","M","PATNA","14127.71","3/8/16","111606","100"
"T46346","C1912311","14/5/89","M","FEROZEPUR","108852.27","3/8/16","105148","100"
"T46347","C6213147","31/3/93","F","NEW DELHI","18590.89","3/8/16","104018","860"
"T46348","C1026159","1/8/93","M","NOIDA","1654.14","3/8/16","105736","11"
"T46349","C5520691","5/8/85","M","NOIDA","224452.21","3/8/16","111731","500"
"T46350","C2625721","15/5/78","M","KANPUR","5992.98","3/8/16","104657","1000"
"T46351","C4556648","29/6/91","F","HARIDWAR","24206.9","3/8/16","104559","259"
